Invoice_Id,Branch,City,Customer_Type,Gender,Product_Line,Unit_Price,Quantity,Tax_5%,Sales,Date,Payment,Cogs,Gross_Income,Rating,Year,Month,Day,Satisfied
497-37-6538,Alex,Yangon,Normal,Male,Sports and travel,58.91,7,20.6185,432.9885,2019-01-17,Ewallet,412.37,20.6185,9.7,2019,1,17,Satisfied
280-35-5823,Cairo,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,2019-01-17,Ewallet,86.72,4.336,7.9,2019,1,17,Satisfied
101-81-4070,Giza,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,2019-01-17,Ewallet,125.64,6.282,4.9,2019,1,17,Not Satisfied
746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,Credit Card,129.12,6.456,9.4,2019,1,17,Satisfied
679-22-6530,Cairo,Mandalay,Normal,Female,Sports and travel,40.62,2,4.062,85.302,2019-01-17,Credit Card,81.24,4.062,4.1,2019,1,17,Not Satisfied
600-38-9738,Giza,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,Credit Card,359.6,17.98,4.3,2019,1,17,Not Satisfied
200-16-5952,Giza,Naypyitaw,Member,Male,Food and beverages,54.795,2,6.565,137.865,2019-01-17,Cash,131.3,6.565,6.0,2019,1,17,Not Satisfied
698-98-5964,Alex,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,2019-01-17,Credit Card,812.1,40.605,6.3,2019,1,17,Not Satisfied
670-79-6321,Cairo,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,2019-01-17,Credit Card,662.13,33.1065,4.9,2019,1,17,Not Satisfied
445-30-9252,Alex,Yangon,Normal,Male,Sports and travel,25.7,3,3.855,80.955,2019-01-17,Ewallet,77.1,3.855,6.1,2019,1,17,Not Satisfied
349-97-8902,Cairo,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.569,2019-01-17,Ewallet,115.78,5.789,8.9,2019,1,17,Satisfied
562-12-5430,Alex,Yangon,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,2019-01-18,Ewallet,264.45,13.2225,7.9,2019,1,18,Satisfied
414-12-7047,Cairo,Mandalay,Normal,Male,Food and beverages,19.79,8,7.916,166.236,2019-01-18,Ewallet,158.32,7.916,8.7,2019,1,18,Satisfied
622-20-1945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,2019-01-18,Cash,39.42,1.971,8.4,2019,1,18,Satisfied
781-84-8059,Giza,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,2019-01-18,Ewallet,425.18,21.259,5.0,2019,1,18,Not Satisfied
706-36-6154,Alex,Yangon,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,2019-01-18,Ewallet,174.24,8.712,8.7,2019,1,18,Satisfied
821-14-9046,Cairo,Mandalay,Member,Female,Fashion accessories,17.48,6,5.244,110.124,2019-01-18,Credit Card,104.88,5.244,6.1,2019,1,18,Not Satisfied
678-79-0726,Giza,Naypyitaw,Member,Female,Sports and travel,90.63,9,40.7835,856.4535,2019-01-18,Cash,815.67,40.7835,5.1,2019,1,18,Not Satisfied
700-81-1757,Alex,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,2019-01-18,Credit Card,131.55,6.5775,8.8,2019,1,18,Satisfied
166-19-2553,Alex,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,2019-01-18,Cash,534.36,26.718,9.9,2019,1,18,Satisfied
482-17-1179,Alex,Yangon,Member,Male,Electronic accessories,11.94,3,1.791,37.611,2019-01-19,Credit Card,35.82,1.791,8.1,2019,1,19,Satisfied
728-47-9078,Giza,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,2019-01-19,Cash,238.36,11.918,9.8,2019,1,19,Satisfied
882-40-4577,Alex,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,Credit Card,269.04,13.452,8.0,2019,1,19,Satisfied
779-06-0012,Giza,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,Cash,88.61,4.4305,7.7,2019,1,19,Satisfied
375-72-3056,Cairo,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,2019-01-19,Ewallet,189.18,9.459,7.0,2019,1,19,Satisfied
809-69-9497,Alex,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19,Ewallet,456.8,22.84,5.7,2019,1,19,Not Satisfied
796-32-9050,Alex,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,2019-01-19,Cash,307.68,15.384,6.5,2019,1,19,Not Satisfied
151-27-8496,Giza,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,2019-01-19,Ewallet,224.52,11.226,8.6,2019,1,19,Satisfied
894-41-5205,Giza,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,2019-01-19,Credit Card,345.44,17.272,8.3,2019,1,19,Satisfied
608-27-6295,Cairo,Mandalay,Member,Male,Electronic accessories,52.89,6,15.867,333.207,2019-01-19,Credit Card,317.34,15.867,9.8,2019,1,19,Satisfied
125-45-2293,Alex,Yangon,Normal,Female,Fashion accessories,99.1,6,29.73,624.33,2019-01-19,Cash,594.6,29.73,4.2,2019,1,19,Not Satisfied
149-61-1929,Alex,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,2019-01-19,Credit Card,641.9,32.095,6.7,2019,1,19,Not Satisfied
645-44-1170,Alex,Yangon,Member,Female,Home and lifestyle,58.07,9,26.1315,548.7615,2019-01-19,Ewallet,522.63,26.1315,4.3,2019,1,19,Not Satisfied
284-54-4231,Giza,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,2019-01-19,Credit Card,80.93,4.0465,9.0,2019,1,19,Satisfied
832-51-6761,Alex,Yangon,Normal,Male,Food and beverages,33.88,8,13.552,284.592,2019-01-19,Ewallet,271.04,13.552,9.6,2019,1,19,Satisfied
761-49-0439,Cairo,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,2019-01-19,Ewallet,96.8,4.84,8.6,2019,1,19,Satisfied
378-24-2715,Cairo,Mandalay,Member,Female,Home and lifestyle,53.44,2,5.344,112.224,2019-01-20,Ewallet,106.88,5.344,4.1,2019,1,20,Not Satisfied
725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,Cash,714.0,35.7,4.7,2019,1,20,Not Satisfied
458-10-8612,Giza,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.988,2019-01-20,Ewallet,448.56,22.428,7.6,2019,1,20,Satisfied
356-44-8813,Cairo,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,2019-01-20,Credit Card,112.44,5.622,7.7,2019,1,20,Satisfied
645-78-8093,Alex,Yangon,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,Ewallet,186.28,9.314,4.1,2019,1,20,Not Satisfied
817-48-8732,Alex,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,253.512,2019-01-20,Cash,723.5,36.175,5.4,2019,1,20,Not Satisfied
760-27-5490,Giza,Naypyitaw,Normal,Male,Fashion accessories,15.62,8,6.248,131.208,2019-01-20,Ewallet,124.96,6.248,9.1,2019,1,20,Satisfied
410-67-1709,Alex,Yangon,Member,Female,Fashion accessories,54.795,8,25.552,536.592,2019-01-20,Ewallet,511.04,25.552,9.9,2019,1,20,Satisfied
787-87-2010,Alex,Yangon,Member,Male,Health and beauty,54.795,4,11.1,233.1,2019-01-20,Credit Card,222.0,11.1,6.6,2019,1,20,Not Satisfied
257-73-1380,Giza,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,Ewallet,331.72,16.586,9.6,2019,1,20,Satisfied
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,Cash,439.32,21.966,7.2,2019,1,21,Satisfied
870-72-4431,Giza,Naypyitaw,Member,Female,Health and beauty,99.19,6,29.757,624.897,2019-01-21,Credit Card,595.14,29.757,5.5,2019,1,21,Not Satisfied
329-62-1586,Alex,Yangon,Member,Female,Food and beverages,54.67,3,8.2005,172.2105,2019-01-21,Credit Card,164.01,8.2005,8.6,2019,1,21,Satisfied
401-18-8016,Cairo,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,Cash,98.13,4.9065,8.9,2019,1,21,Satisfied
162-65-8559,Giza,Naypyitaw,Member,Male,Food and beverages,68.98,1,3.449,72.429,2019-01-21,Cash,68.98,3.449,4.8,2019,1,21,Not Satisfied
239-10-7476,Alex,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,2019-01-21,Ewallet,467.7,23.385,8.0,2019,1,21,Satisfied
316-68-6352,Alex,Yangon,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,Cash,72.72,3.636,7.1,2019,1,21,Satisfied
269-10-8440,Alex,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,Cash,372.19,18.6095,8.9,2019,1,21,Satisfied
563-47-4072,Cairo,Mandalay,Normal,Female,Health and beauty,55.81,6,16.743,351.603,2019-01-22,Cash,334.86,16.743,9.9,2019,1,22,Satisfied
521-18-7827,Giza,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,Credit Card,196.95,9.8475,8.7,2019,1,22,Satisfied
287-21-9091,Alex,Yangon,Member,Female,Home and lifestyle,74.67,9,33.6015,253.512,2019-01-22,Ewallet,672.03,33.6015,9.4,2019,1,22,Satisfied
460-35-4390,Alex,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,2019-01-22,Ewallet,92.04,4.602,9.1,2019,1,22,Satisfied
120-54-2248,Cairo,Mandalay,Normal,Female,Food and beverages,28.86,5,7.215,151.515,2019-01-22,Credit Card,144.3,7.215,8.0,2019,1,22,Satisfied
756-01-7507,Giza,Naypyitaw,Member,Female,Health and beauty,20.38,5,5.095,106.995,2019-01-22,Cash,101.9,5.095,6.0,2019,1,22,Not Satisfied
186-09-3669,Giza,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,Ewallet,81.51,4.0755,9.2,2019,1,22,Satisfied
434-83-9547,Giza,Naypyitaw,Member,Male,Food and beverages,38.47,8,15.388,323.148,2019-01-23,Cash,307.76,15.388,7.7,2019,1,23,Satisfied
790-38-4466,Giza,Naypyitaw,Normal,Female,Health and beauty,10.99,5,2.7475,57.6975,2019-01-23,Credit Card,54.95,2.7475,9.3,2019,1,23,Satisfied
213-32-1216,Alex,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,Cash,396.36,19.818,7.3,2019,1,23,Satisfied
477-59-2456,Giza,Naypyitaw,Normal,Female,Fashion accessories,45.44,7,15.904,333.984,2019-01-23,Cash,318.08,15.904,9.2,2019,1,23,Satisfied
731-81-9469,Giza,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,2019-01-23,Credit Card,898.0,44.9,5.4,2019,1,23,Not Satisfied
828-46-6863,Alex,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,2019-01-23,Credit Card,591.18,29.559,4.0,2019,1,23,Not Satisfied
219-61-4139,Giza,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,2019-01-23,Ewallet,83.08,4.154,6.4,2019,1,23,Not Satisfied
318-12-0304,Alex,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,2019-01-23,Ewallet,30.61,1.5305,5.2,2019,1,23,Not Satisfied
160-22-2687,Alex,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,2019-01-23,Ewallet,479.75,23.9875,8.8,2019,1,23,Satisfied
565-80-5980,Giza,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,2019-01-23,Cash,189.52,9.476,7.1,2019,1,23,Satisfied
148-41-7930,Giza,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.706,2019-01-23,Cash,699.72,34.986,6.1,2019,1,23,Not Satisfied
809-46-1866,Alex,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,2019-01-23,Cash,232.6,11.63,8.4,2019,1,23,Satisfied
767-05-1286,Giza,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,Ewallet,502.62,25.131,5.4,2019,1,23,Not Satisfied
740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,Cash,252.15,12.6075,9.8,2019,1,23,Satisfied
604-70-6476,Alex,Yangon,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,Ewallet,89.7,4.485,6.8,2019,1,23,Not Satisfied
316-66-3011,Alex,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,2019-01-23,Cash,428.67,21.4335,5.0,2019,1,23,Not Satisfied
480-63-2856,Giza,Naypyitaw,Member,Female,Food and beverages,19.25,8,7.7,161.7,2019-01-23,Ewallet,154.0,7.7,6.6,2019,1,23,Not Satisfied
789-23-8625,Cairo,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.643,2019-01-24,Cash,279.66,13.983,7.2,2019,1,24,Satisfied
510-79-0415,Cairo,Mandalay,Member,Female,Sports and travel,23.08,6,6.924,145.404,2019-01-24,Ewallet,138.48,6.924,4.9,2019,1,24,Not Satisfied
438-23-1242,Cairo,Mandalay,Normal,Male,Electronic accessories,75.88,7,26.558,557.718,2019-01-24,Ewallet,531.16,26.558,8.9,2019,1,24,Satisfied
443-60-9639,Giza,Naypyitaw,Member,Female,Home and lifestyle,60.87,1,3.0435,63.9135,2019-01-24,Cash,60.87,3.0435,5.5,2019,1,24,Not Satisfied
237-44-6163,Alex,Yangon,Normal,Male,Electronic accessories,10.56,8,4.224,88.704,2019-01-24,Cash,84.48,4.224,7.6,2019,1,24,Satisfied
435-13-4908,Alex,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,Credit Card,693.44,34.672,7.2,2019,1,24,Satisfied
775-72-1988,Cairo,Mandalay,Normal,Male,Home and lifestyle,54.795,5,18.32,384.72,2019-01-24,Ewallet,366.4,18.32,8.4,2019,1,24,Satisfied
232-11-3025,Alex,Yangon,Member,Female,Sports and travel,78.77,10,39.385,253.512,2019-01-24,Cash,787.7,39.385,6.4,2019,1,24,Not Satisfied
139-20-0155,Cairo,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,2019-01-24,Credit Card,403.0,20.15,7.0,2019,1,24,Satisfied
726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,Ewallet,387.5,19.375,4.3,2019,1,24,Not Satisfied
235-06-8510,Giza,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,2019-01-24,Ewallet,257.16,12.858,5.1,2019,1,24,Not Satisfied
602-16-6955,Cairo,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,2019-01-24,Ewallet,766.0,38.3,6.0,2019,1,24,Not Satisfied
778-34-2523,Alex,Yangon,Member,Female,Electronic accessories,48.62,8,19.448,408.408,2019-01-24,Cash,388.96,19.448,5.0,2019,1,24,Not Satisfied
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,Credit Card,204.52,10.226,4.0,2019,1,25,Not Satisfied
394-55-6384,Giza,Naypyitaw,Member,Female,Sports and travel,70.19,9,31.5855,663.2955,2019-01-25,Cash,631.71,31.5855,6.7,2019,1,25,Not Satisfied
843-73-4724,Alex,Yangon,Normal,Male,Fashion accessories,74.1,1,3.705,77.805,2019-01-25,Cash,74.1,3.705,9.2,2019,1,25,Satisfied
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,Credit Card,121.92,6.096,4.9,2019,1,25,Not Satisfied
340-21-9136,Alex,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,Cash,160.2,8.01,9.7,2019,1,25,Satisfied
288-38-3758,Giza,Naypyitaw,Member,Female,Fashion accessories,54.795,3,12.7305,267.3405,2019-01-25,Ewallet,254.61,12.7305,7.4,2019,1,25,Satisfied
280-17-4359,Giza,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,2019-01-25,Cash,905.0,45.25,8.1,2019,1,25,Satisfied
856-66-2701,Alex,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,2019-01-25,Ewallet,159.9,7.995,7.5,2019,1,25,Satisfied
145-94-9061,Cairo,Mandalay,Member,Female,Food and beverages,88.36,5,22.09,463.89,2019-01-25,Cash,441.8,22.09,9.6,2019,1,25,Satisfied
191-10-6171,Cairo,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,2019-01-25,Cash,277.34,13.867,7.5,2019,1,25,Satisfied
778-71-5554,Giza,Naypyitaw,Member,Female,Fashion accessories,15.43,1,0.7715,16.2015,2019-01-25,Credit Card,15.43,0.7715,6.1,2019,1,25,Not Satisfied
824-88-3614,Giza,Naypyitaw,Normal,Male,Health and beauty,34.31,8,13.724,288.204,2019-01-25,Ewallet,274.48,13.724,5.7,2019,1,25,Not Satisfied
888-02-0338,Alex,Yangon,Normal,Male,Electronic accessories,26.23,9,11.8035,247.8735,2019-01-25,Ewallet,236.07,11.8035,5.9,2019,1,25,Not Satisfied
268-03-6164,Cairo,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,Ewallet,96.11,4.8055,7.8,2019,1,25,Satisfied
569-71-4390,Cairo,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,Ewallet,43.74,2.187,6.9,2019,1,25,Not Satisfied
283-79-9594,Cairo,Mandalay,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,Credit Card,339.57,16.9785,5.2,2019,1,25,Not Satisfied
307-83-9164,Alex,Yangon,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,Cash,240.04,12.002,4.5,2019,1,25,Not Satisfied
289-65-5721,Cairo,Mandalay,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,Cash,162.74,8.137,6.5,2019,1,26,Not Satisfied
539-21-7227,Cairo,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,2019-01-26,Cash,257.7,12.885,4.2,2019,1,26,Not Satisfied
176-78-1170,Giza,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,2019-01-26,Ewallet,101.43,5.0715,7.3,2019,1,26,Satisfied
308-39-1707,Alex,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,2019-01-26,Credit Card,12.09,0.6045,8.2,2019,1,26,Satisfied
896-34-0956,Alex,Yangon,Normal,Male,Fashion accessories,21.32,1,1.066,22.386,2019-01-26,Cash,21.32,1.066,5.9,2019,1,26,Not Satisfied
836-82-5858,Cairo,Mandalay,Member,Male,Health and beauty,69.37,9,31.2165,655.5465,2019-01-26,Ewallet,624.33,31.2165,4.0,2019,1,26,Not Satisfied
847-38-7188,Cairo,Mandalay,Member,Female,Food and beverages,96.68,3,14.502,304.542,2019-01-26,Ewallet,290.04,14.502,6.4,2019,1,26,Not Satisfied
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,Cash,379.5,18.975,9.7,2019,1,26,Satisfied
316-55-4634,Cairo,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,2019-01-26,Credit Card,400.25,20.0125,9.4,2019,1,26,Satisfied
641-43-2399,Cairo,Mandalay,Normal,Male,Home and lifestyle,25.55,4,5.11,107.31,2019-01-26,Ewallet,102.2,5.11,5.7,2019,1,26,Not Satisfied
135-13-8269,Cairo,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,2019-01-26,Cash,157.76,7.888,9.1,2019,1,26,Satisfied
834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,Cash,361.83,18.0915,5.5,2019,1,26,Not Satisfied
225-32-0908,Giza,Naypyitaw,Member,Female,Sports and travel,44.86,10,22.43,471.03,2019-01-26,Ewallet,448.6,22.43,8.2,2019,1,26,Satisfied
881-41-7302,Giza,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,2019-01-26,Credit Card,64.99,3.2495,4.5,2019,1,26,Not Satisfied
258-69-7810,Giza,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,2019-01-26,Cash,184.25,9.2125,9.2,2019,1,26,Satisfied
452-04-8808,Cairo,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,2019-01-26,Cash,609.56,30.478,5.5,2019,1,26,Not Satisfied
794-42-3736,Cairo,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,2019-01-26,Credit Card,66.66,3.333,6.4,2019,1,26,Not Satisfied
585-90-0249,Alex,Yangon,Member,Male,Electronic accessories,73.26,1,3.663,76.923,2019-01-27,Ewallet,73.26,3.663,9.7,2019,1,27,Satisfied
595-27-4851,Alex,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,Ewallet,379.96,18.998,9.3,2019,1,27,Satisfied
633-91-1052,Alex,Yangon,Normal,Female,Home and lifestyle,12.03,2,1.203,25.263,2019-01-27,Cash,24.06,1.203,5.1,2019,1,27,Not Satisfied
862-59-8517,Giza,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,Cash,541.44,27.072,6.2,2019,1,27,Not Satisfied
624-01-8356,Cairo,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,2019-01-27,Credit Card,490.1,24.505,4.2,2019,1,27,Not Satisfied
788-07-8452,Giza,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,2019-01-27,Ewallet,169.68,8.484,9.4,2019,1,27,Satisfied
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,Ewallet,486.63,24.3315,9.5,2019,1,27,Satisfied
534-01-4457,Alex,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,Credit Card,490.26,24.513,8.0,2019,1,27,Satisfied
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,Cash,143.6,7.18,5.4,2019,1,27,Not Satisfied
620-02-2046,Giza,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,Ewallet,138.8,6.94,9.0,2019,1,27,Satisfied
123-19-1176,Alex,Yangon,Member,Female,Health and beauty,58.22,8,23.288,489.048,2019-01-27,Ewallet,465.76,23.288,8.4,2019,1,27,Satisfied
869-11-3082,Cairo,Mandalay,Member,Male,Health and beauty,96.16,4,19.232,403.872,2019-01-27,Credit Card,384.64,19.232,8.4,2019,1,27,Satisfied
325-90-8763,Giza,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,Cash,465.7,23.285,7.6,2019,1,27,Satisfied
870-54-3162,Alex,Yangon,Member,Female,Sports and travel,32.25,5,8.0625,169.3125,2019-01-27,Cash,161.25,8.0625,9.0,2019,1,27,Satisfied
211-30-9270,Giza,Naypyitaw,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,Credit Card,87.05,4.3525,4.9,2019,1,28,Not Satisfied
400-89-4171,Giza,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,2019-01-28,Cash,647.76,32.388,9.3,2019,1,28,Satisfied
726-29-6793,Alex,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,Ewallet,193.44,9.672,9.8,2019,1,28,Satisfied
593-65-1552,Giza,Naypyitaw,Normal,Female,Home and lifestyle,69.81,4,13.962,293.202,2019-01-28,Credit Card,279.24,13.962,5.9,2019,1,28,Not Satisfied
149-71-6266,Cairo,Mandalay,Member,Female,Sports and travel,78.07,9,35.1315,737.7615,2019-01-28,Cash,702.63,35.1315,4.5,2019,1,28,Not Satisfied
342-65-4817,Giza,Naypyitaw,Member,Male,Health and beauty,86.8,3,13.02,273.42,2019-01-28,Ewallet,260.4,13.02,9.9,2019,1,28,Satisfied
390-80-5128,Cairo,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,Credit Card,19.15,0.9575,9.5,2019,1,28,Satisfied
222-42-0244,Cairo,Mandalay,Member,Female,Health and beauty,72.11,9,32.4495,681.4395,2019-01-28,Credit Card,648.99,32.4495,7.7,2019,1,28,Satisfied
430-53-4718,Cairo,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,2019-01-28,Credit Card,602.96,30.148,8.4,2019,1,28,Satisfied
865-41-9075,Alex,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,2019-01-28,Cash,80.71,4.0355,8.1,2019,1,28,Satisfied
372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,Ewallet,119.1,5.955,5.4,2019,1,28,Not Satisfied
544-55-9589,Cairo,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,2019-01-28,Cash,214.3,10.715,6.2,2019,1,28,Not Satisfied
243-47-2663,Giza,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,2019-01-28,Credit Card,112.62,5.631,5.5,2019,1,28,Not Satisfied
699-88-1972,Cairo,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,2019-01-28,Credit Card,793.28,39.664,4.2,2019,1,28,Not Satisfied
110-48-7033,Cairo,Mandalay,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,Cash,130.48,6.524,9.0,2019,1,29,Satisfied
816-72-8853,Alex,Yangon,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,2019-01-29,Cash,139.65,6.9825,5.9,2019,1,29,Not Satisfied
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,Cash,252.48,12.624,8.9,2019,1,29,Satisfied
137-63-5492,Giza,Naypyitaw,Normal,Male,Electronic accessories,58.76,10,29.38,616.98,2019-01-29,Ewallet,587.6,29.38,9.0,2019,1,29,Satisfied
746-94-0204,Alex,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,2019-01-29,Credit Card,749.16,37.458,7.4,2019,1,29,Satisfied
800-09-8606,Alex,Yangon,Member,Female,Home and lifestyle,87.37,5,21.8425,458.6925,2019-01-29,Cash,436.85,21.8425,6.6,2019,1,29,Not Satisfied
575-67-1508,Alex,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,Ewallet,38.6,1.93,6.7,2019,1,29,Not Satisfied
606-80-4905,Giza,Naypyitaw,Member,Female,Sports and travel,19.15,6,5.745,120.645,2019-01-29,Credit Card,114.9,5.745,6.8,2019,1,29,Not Satisfied
569-76-2760,Alex,Yangon,Member,Female,Sports and travel,22.01,4,4.402,92.442,2019-01-29,Credit Card,88.04,4.402,6.6,2019,1,29,Not Satisfied
343-61-3544,Cairo,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,2019-01-29,Cash,266.7,13.335,8.6,2019,1,29,Satisfied
233-67-5758,Giza,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,2019-01-29,Ewallet,40.35,2.0175,6.2,2019,1,29,Not Satisfied
